setID,id,last_evaluation,number_project,average_monthly_hours,time_spend_company,Work_accident,package,promotion_last_5years,division,salary,satisfaction_level,pred_quick
train,9511,0.53,3,121.99,4,0,3,0,support,1,0.499,0.596299052238464
train,5274,0.74,3,243.87,3,1,5,0,sales,2,0.951,0.736006379127502
train,2819,0.37,2,159.8,6,0,3,0,RandD,1,0.961,0.442661285400391
train,1755,0.76,2,158.64,4,0,2,0,RandD,1,0.634,0.511395394802094
train,6589,0.63,3,234.11,3,1,5,0,sales,3,0.634,0.751675188541412
train,7155,0.77,4,194.58,2,1,5,0,support,1,0.555,0.705444633960724
train,2243,0.49,3,239.94,2,0,5,0,hr,1,0.922,0.74182254076004
train,5040,0.66,6,197.06,3,0,1,1,technical,2,0.721,0.556752681732178
train,11734,0.58,4,262.71,3,0,3,0,sales,1,0.524,0.752931594848633
train,2796,0.68,5,198.99,2,1,5,0,support,2,0.635,0.724324107170105
train,5629,0.58,4,163.74,2,0,5,0,support,2,0.775,0.724949181079865
train,12646,0.82,5,250.95,4,0,2,0,technical,2,0.513,0.46835994720459
train,13823,0.99,3,208.55,10,0,1,0,technical,1,0.578,0.609867453575134
train,7292,0.86,4,253.38,2,0,3,0,technical,2,0.785,0.710276365280151
train,12867,0.88,4,221.31,3,1,3,0,support,1,0.623,0.746422171592712
train,3138,0.39,3,151.08,3,0,1,0,marketing,1,0.513,0.559969544410706
train,10878,0.88,6,201.18,4,0,3,0,technical,1,1,0.424825429916382
train,7339,0.58,4,186.39,3,0,5,0,sales,1,0.503,0.716891646385193
train,9375,0.5,3,231.19,3,0,1,0,IT,3,0.615,0.753576695919037
train,12673,0.46,2,148.94,3,0,4,0,IT,1,0.373,0.391434580087662
train,4191,0.64,3,245.6,2,0,1,0,product_mng,2,0.616,0.695362508296967
train,10917,0.73,4,239.51,4,0,3,0,accounting,1,0.99,0.663762092590332
train,9012,0.63,3,175.26,3,0,1,0,marketing,1,0.535,0.675322651863098
train,1443,0.87,7,305.39,4,0,2,0,product_mng,1,0.1,0.0793090462684631
train,3709,0.78,5,268.84,2,1,5,0,support,1,0.687,0.643202900886536
train,11326,0.71,3,152.68,3,0,1,0,support,2,0.819,0.735739409923554
train,1316,1,5,247.97,5,0,2,0,sales,2,0.882,0.830757021903992
train,13172,0.51,5,133.14,3,0,5,0,support,1,0.931,0.676957130432129
train,10485,0.79,5,174.12,3,0,3,0,accounting,1,0.612,0.652740478515625
train,10664,0.71,3,170.88,2,1,1,0,support,2,0.375,0.677882730960846
train,9992,0.85,2,185.28,3,0,5,0,product_mng,1,0.375,0.655091643333435
train,5746,0.6,4,175.36,3,0,5,0,sales,2,0.55,0.723594009876251
train,10157,0.61,4,150.5,6,0,5,0,management,2,0.226,0.548188447952271
train,3195,0.81,4,229.53,4,0,3,0,IT,3,0.884,0.653410315513611
train,10786,0.87,4,263.74,2,0,3,0,sales,2,0.94,0.746713995933533
train,11107,0.6,5,166.31,2,1,3,0,marketing,3,0.864,0.687726616859436
train,9759,0.77,4,167.81,3,1,1,0,IT,2,0.909,0.747999310493469
train,12868,0.85,4,213.15,3,0,5,0,support,1,0.803,0.727439284324646
train,4296,0.61,5,218.67,3,0,5,0,sales,1,0.841,0.737337350845337
train,11391,0.62,4,169.17,3,0,5,0,IT,1,0.375,0.704091966152191
train,9712,0.71,6,225.37,6,0,3,0,sales,3,0.869,0.434688806533814
train,989,0.47,2,144.1,3,0,4,0,RandD,1,0.398,0.395814478397369
train,7396,0.62,4,199.68,2,0,1,0,product_mng,1,0.527,0.684661686420441
train,12705,0.55,2,152.18,3,0,2,0,sales,1,0.441,0.420371055603027
train,11898,0.54,4,157.39,2,0,1,0,sales,2,0.89,0.709759056568146
train,3385,0.55,3,147.98,3,0,1,0,sales,2,0.796,0.701522171497345
train,12141,0.53,2,155.99,3,0,4,0,IT,1,0.444,0.417978763580322
train,905,0.93,5,238.63,5,0,2,0,product_mng,1,0.755,0.798441886901856
train,7378,0.42,3,181.12,3,0,1,0,support,3,0.439,0.559795916080475
train,421,0.93,6,289.86,4,0,2,0,technical,2,0.099,0.115960001945496
train,12165,0.84,7,297.77,4,0,2,0,sales,1,0.105,0.0824138224124908
train,542,0.91,5,236.66,5,0,4,0,marketing,2,0.764,0.774092257022858
train,7983,0.92,4,208.38,6,0,5,0,support,1,0.673,0.554650664329529
train,6905,0.78,3,165.04,3,0,3,0,technical,2,0.762,0.714510083198547
train,495,1,4,264.08,6,0,4,0,technical,2,0.815,0.826590418815613
train,14438,0.54,2,149.08,3,0,2,0,hr,1,0.44,0.418767511844635
train,7045,0.59,4,223.76,3,0,3,0,sales,3,0.579,0.741027772426605
train,10812,0.75,4,158.79,3,1,5,0,support,1,0.92,0.751284003257752
train,846,0.84,6,254.52,4,0,2,0,marketing,2,0.102,0.112363010644913
train,6518,0.67,6,234.08,6,0,3,0,hr,2,0.702,0.435931354761124
train,11846,0.63,5,231.32,3,1,5,0,marketing,1,0.761,0.72685170173645
train,4221,1,4,240.47,4,1,5,0,sales,3,0.712,0.705207526683807
train,13670,0.73,4,196.53,3,0,1,1,technical,1,0.84,0.732938647270203
train,930,0.58,5,273.49,5,0,4,0,sales,3,0.313,0.533992648124695
train,4290,0.78,4,243.22,3,0,3,0,sales,1,0.956,0.725667119026184
train,5799,1,4,199.69,2,0,1,0,RandD,1,0.511,0.692834794521332
train,12278,0.77,6,254.94,4,0,4,0,support,1,0.092,0.128018140792847
train,544,0.49,2,135.38,3,0,2,0,sales,2,0.425,0.433594107627869
train,3780,0.96,5,240.19,5,0,5,0,technical,1,0.857,0.764490485191345
train,3478,0.76,3,208.25,2,0,5,0,technical,1,0.49,0.67825174331665
train,13884,0.6,3,189.83,3,0,1,0,marketing,3,0.932,0.723176121711731
train,5190,0.74,5,143.07,4,0,3,0,accounting,3,0.205,0.563946485519409
train,8370,0.75,6,220.89,3,0,1,0,support,2,0.234,0.514674007892609
train,4251,0.56,4,183.48,2,0,1,0,support,1,0.702,0.664020776748657
train,13719,0.52,4,170.04,8,0,1,0,support,1,0.546,0.618176162242889
train,5691,0.76,4,151.61,3,0,1,0,technical,1,0.733,0.732353448867798
train,6593,0.98,3,162.07,3,0,3,0,hr,2,0.806,0.748336136341095
train,436,0.85,6,261.45,4,0,4,0,support,1,0.106,0.10792538523674
train,2163,0.5,3,185.74,2,0,5,0,sales,1,1,0.707562923431397
train,7765,0.6,4,167.14,4,0,5,0,technical,1,0.369,0.647194921970367
train,2441,0.55,4,261.27,3,1,1,0,sales,2,0.217,0.764947474002838
train,12931,0.96,3,273.09,3,1,5,0,technical,2,0.521,0.699441075325012
train,4812,0.91,2,207.78,3,0,1,0,technical,2,0.151,0.643337726593018
train,13607,0.48,4,181.57,4,0,5,0,management,3,0.637,0.643612742424011
train,4138,0.43,6,131.99,3,0,3,0,sales,1,0.576,0.477781474590302
train,13352,0.55,4,198.96,3,0,5,0,technical,3,0.865,0.688773989677429
train,1308,0.93,6,266.78,4,0,4,0,sales,2,0.086,0.0979887545108795
train,5134,0.91,3,197.09,3,0,1,0,sales,2,0.62,0.728122234344482
train,4186,0.69,5,161.88,3,0,1,0,IT,2,0.683,0.725228309631348
train,6967,0.54,4,248.81,3,1,1,0,sales,2,0.484,0.748677253723145
train,895,0.79,6,293.92,4,0,4,0,technical,2,0.099,0.137749284505844
train,6849,0.64,4,146.6,3,0,1,0,support,1,0.851,0.709172785282135
train,8132,0.9,3,190.35,2,0,1,0,technical,1,0.591,0.697987496852875
train,174,0.54,2,274.7,4,0,4,0,sales,1,0.701,0.559372484683991
train,1665,0.56,6,175.98,5,0,2,0,IT,2,0.142,0.313452363014221
train,3540,0.62,3,177.71,3,0,1,0,accounting,3,0.87,0.69341641664505
train,7856,0.77,5,267.8,3,0,3,0,RandD,1,0.795,0.612389624118805
train,7887,0.56,4,150.58,4,0,1,0,sales,3,0.692,0.701957702636719
train,8441,0.6,4,200.38,2,0,5,0,technical,1,0.5,0.668077349662781
train,11148,0.53,3,180.94,3,0,1,0,support,1,0.719,0.686930477619171
train,10523,0.69,3,209.08,4,0,1,0,product_mng,1,0.62,0.698525071144104
train,12556,0.48,2,142.59,3,1,2,0,sales,1,0.457,0.42205798625946
train,871,0.94,4,261.67,5,0,2,0,hr,1,0.864,0.797097086906433
train,7984,0.61,3,252.24,2,0,5,0,support,3,0.555,0.733145117759705
train,2711,0.96,3,178.96,2,0,5,0,technical,1,0.825,0.705033481121063
train,7759,0.82,3,226.64,2,0,5,0,support,2,0.739,0.704500555992127
train,4602,0.64,3,242.87,5,1,3,0,sales,1,0.948,0.642476499080658
train,4354,0.59,3,142.92,3,0,3,0,accounting,2,0.839,0.676001131534576
train,1878,0.49,2,145.41,3,0,2,0,support,1,0.401,0.418905317783356
train,208,0.5,2,129.53,3,0,4,0,support,1,0.44,0.397672653198242
train,6414,0.49,5,145.66,3,0,1,0,technical,1,0.925,0.724247574806213
train,14231,0.84,6,283.81,4,0,4,0,sales,1,0.102,0.0823917984962463
train,7232,0.67,4,222.69,3,0,3,0,support,1,0.962,0.76463395357132
train,2813,0.98,4,256.82,3,0,1,0,IT,1,0.904,0.765870273113251
train,6407,0.58,2,246.94,2,1,3,0,RandD,2,0.771,0.601030051708221
train,12333,0.51,2,145.51,3,0,4,0,sales,2,0.457,0.415906071662903
train,2869,0.56,3,195.52,3,1,3,0,technical,2,0.999,0.682713568210602
train,7917,0.75,4,203.74,3,0,5,0,technical,2,0.697,0.72296530008316
train,14678,0.96,6,295.07,4,0,4,0,sales,2,0.082,0.0887779891490936
train,11396,0.48,4,181.51,4,0,3,0,management,3,0.628,0.623600423336029
train,5819,0.67,3,181.42,3,1,1,0,sales,2,0.705,0.708264827728272
train,13945,0.59,4,260.56,3,0,3,0,sales,1,0.528,0.753802537918091
train,14597,0.94,6,298.84,4,0,4,0,technical,2,0.104,0.1130430996418
train,6483,0.56,5,212.15,2,0,3,0,RandD,2,0.99,0.685436546802521
train,3442,0.87,4,191.58,2,0,3,0,marketing,1,0.995,0.715022206306458
train,9420,0.56,3,262.66,4,0,5,0,hr,2,0.497,0.703552305698395
train,14807,0.84,5,223.46,5,0,4,0,IT,1,0.85,0.732579588890076
train,14822,0.53,2,129.81,3,0,4,0,sales,2,0.388,0.401370346546173
train,1839,0.51,2,148.32,3,0,2,0,marketing,1,0.359,0.423092722892761
train,8089,0.51,4,154.53,4,0,1,0,RandD,1,0.634,0.672563791275024
train,9781,0.5,2,153.46,3,0,3,0,sales,1,0.417,0.455962121486664
train,2631,0.49,4,167.49,3,1,3,0,technical,1,0.307,0.681307435035706
train,6891,0.58,5,246.99,3,1,5,0,sales,2,0.494,0.716328382492065
train,1901,0.55,2,147.63,3,0,2,0,product_mng,2,0.461,0.41731920838356
train,3355,0.39,3,262.3,3,0,1,0,RandD,2,0.703,0.659012079238892
train,3637,0.41,4,131.23,5,1,5,0,support,2,0.546,0.506856083869934
train,1126,0.87,4,236.5,6,0,2,0,management,1,0.877,0.761265635490418
train,1387,0.5,2,137.77,3,0,4,0,sales,2,0.395,0.417832434177399
train,14265,0.92,7,308.99,4,0,2,0,support,1,0.096,0.0887207090854645
train,10339,0.77,5,215.85,4,0,3,0,technical,1,0.152,0.566146790981293
train,8478,0.62,5,192.32,3,1,1,0,technical,3,0.575,0.730226397514343
train,687,0.92,7,255.55,4,0,4,0,sales,2,0.094,0.10185381770134
train,5941,0.7,2,165.18,4,0,3,0,IT,2,0.287,0.540259540081024
train,1399,0.86,6,299.38,4,1,4,0,sales,1,0.111,0.0849668979644775
train,1273,0.96,5,228.56,5,0,4,0,support,2,0.864,0.764424085617065
train,12873,0.66,4,222.47,3,0,5,0,support,2,0.79,0.766109824180603
train,1894,0.89,6,268.88,4,0,4,0,IT,2,0.099,0.0832113027572632
train,3319,0.72,3,189.94,3,1,3,0,technical,1,0.591,0.692917764186859
train,14970,0.94,4,226.79,5,0,2,0,sales,2,0.784,0.709721863269806
train,11498,0.66,4,266.59,3,0,3,0,sales,1,0.551,0.715879082679749
train,400,1,5,251.78,6,0,4,0,sales,1,0.906,0.841231286525726
train,9505,0.87,3,265.59,4,0,5,0,technical,1,0.249,0.6082883477211
train,6296,0.69,5,164.08,4,1,3,0,technical,2,0.771,0.609928607940674
train,14139,0.64,2,172.6,8,0,3,0,sales,1,0.499,0.580098628997803
train,2418,0.73,4,199.7,3,0,3,0,support,1,0.729,0.728030979633331
train,8990,0.92,3,200.9,3,1,1,0,management,1,0.751,0.711316108703613
train,2678,0.61,5,95.1,4,0,1,0,marketing,2,0.792,0.616561949253082
train,8727,0.55,3,260.26,3,0,5,0,sales,2,0.902,0.765928268432617
train,8602,0.7,5,216.44,6,1,1,0,support,1,0.261,0.555822730064392
train,6050,0.74,5,183.51,2,0,3,0,sales,2,0.522,0.681187391281128
train,10103,0.48,6,176.28,4,0,1,0,sales,1,0.897,0.466891795396805
train,12756,0.91,5,235.72,5,0,2,0,IT,1,0.775,0.781915903091431
train,3505,0.56,4,267.91,2,0,1,0,RandD,1,0.506,0.6858851313591
train,4157,1,3,259.88,3,1,3,0,technical,2,0.898,0.779518008232117
train,4514,0.78,3,219.82,2,0,5,0,sales,2,0.761,0.725983262062073
train,9236,0.53,5,256.08,3,0,3,0,accounting,2,0.773,0.72089821100235
train,8439,0.5,4,174.71,2,1,5,0,technical,1,0.777,0.707184493541718
train,10748,0.73,6,236.55,5,0,3,0,IT,2,0.142,0.381185948848724
train,5285,0.38,3,193.51,6,0,5,0,sales,2,0.56,0.49900084733963
train,13888,0.48,3,148.89,7,0,5,0,sales,3,0.643,0.580856561660767
train,12462,0.53,3,256.62,5,0,2,0,technical,3,0.805,0.658733487129211
train,2973,0.69,4,161.7,3,0,1,0,RandD,1,0.66,0.703684806823731
train,8566,0.65,3,242.16,3,0,3,0,sales,1,0.534,0.721216917037964
train,12643,0.47,2,150.09,3,0,4,0,hr,1,0.373,0.408599257469177
train,3414,0.88,2,262.44,4,0,5,0,support,2,0.617,0.62383234500885
train,11837,0.94,3,159.84,2,0,1,0,product_mng,2,0.698,0.719446539878845
train,13939,0.81,4,258.06,7,0,1,1,sales,2,0.949,0.711221158504486
train,2752,0.55,3,217.81,4,1,3,0,technical,2,0.82,0.678410828113556
train,1038,0.99,4,238.46,5,0,4,0,support,2,0.89,0.798920631408691
train,11973,0.71,4,179.02,8,0,3,0,IT,2,0.499,0.598767876625061
train,11783,0.79,5,133.76,3,0,1,0,management,3,0.666,0.716711640357971
train,9221,0.82,4,97.1,4,0,3,0,IT,2,0.932,0.649317979812622
train,5877,0.56,3,184.9,4,1,5,0,RandD,1,0.693,0.696082830429077
train,6489,0.83,4,252.54,3,0,5,0,support,3,0.729,0.724050045013428
train,6557,0.8,3,174.85,2,0,5,0,RandD,2,0.801,0.715874254703522
train,10018,0.71,4,233.31,3,0,5,0,sales,2,0.77,0.724486947059631
train,6028,0.94,3,288.84,5,0,1,0,RandD,3,0.217,0.564345836639404
train,14932,0.48,2,126.25,3,0,4,0,IT,2,0.391,0.39198625087738
train,2344,0.89,5,193.01,4,0,1,0,support,1,0.938,0.638882458209992
train,13297,0.49,3,260.04,6,0,5,0,IT,2,0.894,0.7437784075737
train,11161,0.82,4,253.41,3,1,3,0,IT,2,0.692,0.733039021492004
train,1370,0.99,5,263.01,5,0,4,0,RandD,1,0.741,0.84008800983429
train,3270,0.53,2,249.34,2,0,1,0,IT,3,0.922,0.634101033210754
train,13320,0.63,3,123.76,3,1,3,0,sales,1,0.84,0.609072029590607
train,8445,0.8,5,246.1,4,0,5,0,support,3,0.697,0.498834222555161
train,9984,0.49,3,204.28,4,1,5,0,management,1,0.661,0.706914186477661
train,6858,0.7,3,175.69,3,0,3,0,IT,1,0.938,0.664068400859833
train,12561,0.53,2,132.69,3,0,4,0,sales,1,0.366,0.416027575731277
train,12337,0.51,2,139.97,3,0,2,0,hr,2,0.442,0.420939594507217
train,679,1,5,229.45,5,0,2,0,product_mng,1,0.857,0.803266167640686
train,1788,0.48,2,146.55,3,0,2,0,hr,3,0.417,0.422314614057541
train,3825,0.5,4,215.32,2,0,3,0,sales,1,0.91,0.78540301322937
train,7779,0.95,3,203.42,3,0,1,0,RandD,1,0.717,0.693108201026917
train,7651,0.58,5,200.67,4,0,3,0,sales,1,0.2,0.570396721363068
train,6253,1,3,168.91,3,1,1,0,RandD,2,0.504,0.733647584915161
train,3531,0.74,4,219.05,2,1,1,0,sales,2,0.904,0.754739761352539
train,13017,0.67,4,260.14,3,0,3,0,technical,1,0.95,0.745525360107422
train,10945,0.42,5,210.65,5,0,1,0,accounting,1,0.24,0.500077843666077
train,10982,0.81,3,266.62,3,0,3,0,product_mng,2,0.878,0.700616955757141
train,11749,0.87,4,240.76,8,0,3,0,product_mng,2,0.486,0.741385579109192
train,8539,0.83,4,243.65,3,0,3,0,IT,2,0.729,0.733466982841492
train,14747,0.85,6,305.28,4,0,4,0,accounting,2,0.109,0.067784994840622
train,5741,0.39,4,190.62,5,0,3,0,sales,2,0.581,0.462284177541733
train,8410,0.68,4,137.9,2,0,1,0,sales,3,0.745,0.731704950332642
train,13142,0.77,5,255.27,2,0,3,0,sales,1,0.805,0.665102779865265
train,111,0.85,6,287.92,4,0,2,0,hr,3,0.083,0.0818091630935669
train,12770,0.83,6,301.13,4,0,2,0,marketing,2,0.105,0.0827752351760864
train,8427,0.51,3,192,3,0,5,0,accounting,2,0.553,0.684149086475372
train,329,0.48,2,151.04,3,0,4,0,sales,1,0.433,0.413450002670288
train,1102,0.46,2,131.66,3,0,2,0,technical,1,0.427,0.381692290306091
train,2219,0.55,4,209.95,4,0,5,0,marketing,2,0.284,0.698643863201141
train,13123,0.57,3,271.41,3,0,5,0,RandD,1,0.519,0.715563535690308
train,10682,0.54,4,144.78,5,0,3,0,RandD,1,0.184,0.48202919960022
train,7681,0.82,4,244.68,2,0,1,0,support,2,0.506,0.711515724658966
train,13717,0.78,5,131.01,8,0,5,0,support,1,0.684,0.575854778289795
train,565,0.58,3,293.71,4,0,4,0,hr,1,0.792,0.50423800945282
train,3054,0.41,5,282.62,5,0,5,0,marketing,1,0.633,0.445209205150604
train,6317,0.91,3,209.21,2,0,1,0,technical,1,0.417,0.695736765861511
train,5025,0.66,4,272.17,2,0,5,0,IT,1,0.564,0.735819697380066
train,12431,0.58,2,161.02,3,0,4,0,support,1,0.405,0.449627757072449
train,13608,0.7,4,221.31,3,1,5,0,management,3,0.548,0.757776260375977
train,4671,0.64,3,102.35,2,1,1,0,sales,2,0.547,0.6277716755867
train,425,0.51,2,136.43,3,0,2,0,technical,2,0.421,0.420164108276367
train,758,0.55,2,127.91,3,0,4,0,sales,1,0.385,0.392967462539673
train,12093,0.54,2,130.91,3,0,2,0,sales,1,0.451,0.396569788455963
train,13088,0.99,5,218.18,2,1,1,0,technical,1,0.51,0.73331880569458
train,35,0.94,6,255.67,4,0,4,0,technical,1,0.106,0.129472255706787
train,10293,0.63,3,242.69,3,0,5,0,IT,1,0.613,0.711501479148865
train,7088,0.58,3,134.95,3,0,5,0,IT,1,0.942,0.708835363388062
train,2603,0.77,4,140.72,3,0,1,0,sales,2,0.994,0.744428277015686
train,8899,0.68,3,200.57,2,0,3,0,technical,1,0.659,0.669611990451813
train,1627,0.57,2,147.07,3,0,2,0,sales,2,0.38,0.428258717060089
train,12390,0.99,4,256.21,5,0,4,0,marketing,1,0.783,0.830021262168884
train,2274,0.93,3,161.88,3,0,5,0,IT,1,0.926,0.745475471019745
train,11253,0.52,3,273.66,3,0,1,0,product_mng,3,0.93,0.772875308990479
train,9966,0.82,5,153.81,2,0,3,0,technical,2,0.751,0.723410964012146
train,295,0.51,2,147.91,3,0,4,0,IT,2,0.38,0.415749073028564
train,4665,0.93,3,237.63,4,0,3,0,sales,3,0.63,0.688209295272827
train,7129,0.75,4,203.59,3,0,3,0,accounting,1,0.976,0.723169207572937
train,2440,0.75,3,182.65,3,0,1,0,marketing,2,0.799,0.736534595489502
train,8644,0.69,4,145.72,3,0,3,0,sales,2,0.722,0.681595861911774
train,14512,1,3,277.75,4,0,2,0,RandD,2,0.114,0.517577886581421
train,9931,0.8,5,265.09,3,0,5,0,marketing,2,0.649,0.687848329544067
train,7784,0.84,3,252.04,3,0,1,0,marketing,1,0.636,0.749143600463867
train,4433,0.81,5,196.66,4,0,3,0,management,2,0.549,0.585003316402435
train,4113,0.57,5,148.08,3,1,3,0,product_mng,2,0.642,0.668318569660187
train,4974,0.81,4,138.87,3,1,5,0,sales,3,0.14,0.725550174713135
train,13764,0.55,3,165.47,3,0,1,0,sales,2,0.959,0.714603960514069
train,1916,0.51,2,149.28,3,0,2,0,marketing,1,0.441,0.423909217119217
train,11046,0.9,3,155.06,3,0,5,0,technical,2,0.953,0.768136322498322
train,11958,0.63,5,266.78,7,0,3,0,IT,1,0.159,0.609182298183441
train,11819,0.61,4,246.13,2,0,3,0,accounting,1,0.61,0.697099804878235
train,2166,0.7,3,132.44,3,0,5,0,accounting,2,0.758,0.650952041149139
train,4802,0.53,4,263.39,3,0,5,0,IT,1,0.95,0.817810654640198
train,12081,0.49,2,154.04,3,0,4,0,technical,1,0.382,0.40859842300415
train,5767,0.87,4,191.61,2,0,1,0,technical,1,0.602,0.694810390472412
train,1771,0.86,6,246.38,4,0,4,0,sales,1,0.098,0.233733296394348
train,12817,0.61,3,164.12,2,0,1,0,RandD,1,0.873,0.684059977531433
train,872,0.9,5,264.49,4,0,4,0,hr,1,0.105,0.489339888095856
train,9644,0.61,3,254.06,2,0,3,0,sales,1,0.847,0.746690273284912
train,3771,0.91,3,246.65,3,0,5,0,hr,2,0.802,0.719125866889954
train,5063,0.89,5,265.71,6,0,1,0,sales,2,0.342,0.730516016483307
train,2134,0.79,4,266.66,3,0,3,0,RandD,2,0.479,0.664689064025879
train,1820,0.52,2,136.87,3,0,2,0,IT,2,0.428,0.422223925590515
train,7145,0.52,6,274.33,5,0,1,0,technical,2,0.526,0.378026455640793
train,11285,0.66,3,144.33,6,0,1,0,sales,2,0.644,0.569044530391693
train,9899,0.85,4,100.62,6,0,5,0,support,2,0.788,0.626904368400574
train,14803,0.8,6,264.32,4,0,2,0,technical,1,0.094,0.166191726922989
train,5839,0.41,4,117.33,4,1,3,0,technical,1,0.356,0.536989450454712
train,1049,0.89,5,234.34,6,0,2,0,technical,2,0.742,0.774709939956665
train,7140,0.48,3,156.2,2,0,5,0,technical,2,0.719,0.596742510795593
train,10592,0.73,4,170.8,4,0,1,0,management,2,0.593,0.699803352355957
train,1583,0.92,4,248.47,5,0,4,0,support,2,0.736,0.782217979431152
train,8064,0.87,4,149.23,3,0,1,0,support,2,0.503,0.75627613067627
train,4825,0.52,4,162.6,3,0,5,0,sales,2,0.941,0.74084997177124
train,6018,0.67,3,161.89,3,0,3,0,IT,2,0.446,0.708678841590881
train,11449,0.77,3,267.84,2,0,1,0,management,3,0.508,0.679894387722015
train,9763,0.59,2,163.12,2,0,3,0,product_mng,2,0.398,0.511310815811157
train,10323,0.6,4,167.45,3,0,5,0,sales,3,0.73,0.724786400794983
train,10187,0.57,3,142.4,2,0,3,0,technical,1,0.927,0.627476930618286
train,6652,0.89,3,146.84,5,0,3,0,sales,1,0.131,0.593858420848846
train,9865,0.51,5,206.13,2,1,1,0,sales,2,0.968,0.774469614028931
train,5863,0.53,4,140.01,2,0,1,0,IT,2,0.731,0.724161326885223
train,14943,0.93,5,240.59,5,0,4,0,RandD,2,0.808,0.768215656280518
train,9445,0.58,4,158.79,3,0,1,0,technical,1,0.978,0.717079043388367
train,10264,0.57,5,141.66,3,1,3,0,technical,3,0.533,0.682623982429504
train,12178,0.51,2,127.82,3,0,2,0,sales,2,0.37,0.390492498874664
train,12204,0.9,5,252.7,6,0,4,0,support,1,0.862,0.767851412296295
train,14974,0.55,2,155.17,3,0,2,0,accounting,2,0.361,0.422997266054153
train,8663,0.58,4,150.91,3,0,1,0,technical,1,0.437,0.699234783649445
train,4737,0.86,3,152.55,2,0,3,1,management,2,0.542,0.715904474258423
train,7659,0.66,5,189.24,2,0,1,0,sales,1,0.581,0.680415570735931
train,6661,0.7,3,250.6,3,0,5,0,sales,1,0.934,0.712604522705078
train,14506,0.51,2,145.79,3,0,4,0,IT,2,0.384,0.411486208438873
train,12041,0.48,2,158.37,3,0,4,0,technical,1,0.446,0.411944359540939
train,3010,0.88,3,152.45,3,1,1,0,hr,1,0.624,0.734190285205841
train,6617,0.72,4,197.9,3,0,3,0,support,1,0.675,0.726095199584961
train,13280,0.56,5,261.05,4,1,5,0,IT,1,0.141,0.573558032512665
train,867,0.56,2,129.8,3,0,2,0,accounting,1,0.424,0.393766164779663
train,8216,0.86,5,179.79,5,0,5,0,support,1,0.394,0.577674269676209
train,3097,0.71,3,209.4,3,0,3,0,technical,1,0.727,0.708396136760712
train,4570,0.9,3,218.31,4,0,5,0,product_mng,2,0.656,0.654672980308533
train,8842,0.64,3,164.07,3,0,1,0,IT,2,0.898,0.725720703601837
train,788,0.82,3,222.43,2,0,4,0,sales,1,0.788,0.698442339897156
train,5677,0.57,5,182.02,6,0,3,0,accounting,2,0.197,0.471731901168823
train,7280,0.81,3,157.89,2,0,5,0,accounting,1,0.605,0.712468087673187
train,1275,0.83,6,285.35,5,0,4,0,support,2,0.092,0.15524086356163
train,9396,0.39,6,216.17,5,0,1,0,sales,2,0.466,0.419085383415222
train,968,0.54,2,131.4,3,0,4,0,support,2,0.419,0.399228811264038
train,4032,0.77,4,218.28,2,1,5,0,IT,2,0.629,0.735662460327148
train,13890,0.87,3,225.35,7,0,1,0,sales,3,0.665,0.738499045372009
train,8091,0.9,5,139.45,3,0,5,0,sales,1,0.597,0.70246684551239
train,2090,0.96,5,206.59,3,0,1,0,accounting,2,0.608,0.676325619220734
train,3591,0.76,5,203.96,3,0,1,0,management,1,1,0.730631291866303
train,7918,0.8,6,274.76,5,0,5,0,technical,2,0.907,0.267936259508133
train,10295,0.75,3,227.56,3,0,3,0,product_mng,1,0.675,0.701208472251892
train,357,0.54,2,148.92,3,0,4,0,support,1,0.379,0.413622379302979
train,11162,0.89,4,138.24,3,0,1,0,IT,2,0.771,0.764829754829407
train,9103,0.75,3,190.41,3,0,1,0,sales,1,0.553,0.708951532840729
train,1783,0.54,2,136.32,3,0,4,0,sales,2,0.432,0.42738488316536
train,3215,0.64,5,249.35,3,0,3,0,sales,1,0.344,0.675202488899231
train,7741,0.96,4,125.59,3,0,3,0,hr,1,0.525,0.647400498390198
train,4230,0.79,3,202.04,4,0,1,0,hr,2,0.773,0.688299536705017
train,13129,0.9,5,266.05,3,0,3,0,support,1,0.64,0.655512690544128
train,11863,0.53,4,176.87,2,0,1,0,technical,2,0.594,0.6941819190979
train,8462,1,3,273.11,2,0,1,0,IT,2,0.548,0.735905289649963
train,7805,0.44,2,119.31,3,0,3,0,sales,2,0.166,0.408463507890701
train,10662,0.67,4,224.05,3,0,5,0,support,2,0.801,0.756877183914185
train,2771,0.63,3,285.04,6,0,5,0,sales,1,0.979,0.537565171718597
train,6057,0.49,3,252.58,3,0,3,0,sales,2,0.628,0.774606585502625
train,13727,0.97,5,208.75,8,1,1,0,management,2,0.724,0.601030349731445
train,801,0.54,2,154.68,3,0,4,0,technical,2,0.435,0.404830873012543
train,1288,0.81,5,305.11,5,0,2,0,product_mng,1,0.869,0.456361144781113
train,2709,0.73,3,205.65,2,0,1,0,technical,1,0.671,0.704949796199799
train,6394,0.7,3,237.97,2,0,5,0,management,1,0.722,0.701113522052765
train,12092,0.49,2,142.02,3,0,2,0,sales,1,0.419,0.420824021100998
train,10839,0.67,2,231.39,4,0,1,0,sales,1,0.902,0.692663133144379
train,4241,0.48,3,138.78,2,1,5,0,technical,2,0.758,0.596482813358307
